Phrase,Neighbours
erciyes university,"state university, hebrew university, newcastle university, osaka university developed, stockholm university, stanford university, cambridge university press"
erlang example,"another example, one example, good example, best example, analogous example, common example, prototypical example, important example, particularly interesting example, example strings"
erp software,"tier erp software, two erp systems, erp software suppliers manage, software programs, software systems, software system, software application, software solution, evaluate computer software, software implementations"
erp software suppliers manage,"erp software, tier erp software, software engineers, software requirements analysis, generally accepted software engineering body, software systems, independent software entities interact, software performance analysis, software implementations, software programs"
error correcting codes defined,"binary lexicographic codes, error introduced, message authentication codes, compilation error, error detection, error message, error monitoring, runtime error detection, entropy coding method defined, originally defined"
error detection,"error monitoring, runtime error detection, error introduced, remote error indication, excellent error properties, error message, intrusion detection, buffer overflowsruntime error detection tools, feature detection, error correcting codes defined"
error introduced,"error message, errors introduced thereby, error detection, error monitoring, excellent error properties, error correcting codes defined, compilation error, remote error indication, input error, runtime error detection"
error message,"error introduced, error monitoring, remote error indication, error detection, input error, message authentication codes, server message block, excellent error properties, runtime error detection, error correcting codes defined"
error monitoring,"error detection, runtime error detection, remote error indication, error introduced, error message, excellent error properties, buffer overflowsruntime error detection tools, error correcting codes defined, monitoring memory access, input error"
errors introduced thereby,"error introduced, originally introduced, first introduced, fifo arithmetic code first introduced, thathachar introduced, recurrent neural networks introduced, thereby reducing overall development time"
especially biomechanical systems,"mechanical systems, body systems, describe material systems, systems engineering, systems used, systems biology computations performed, artificial systems, systems design, type systems, two systems"
especially quantum information,"quantum information, quantum information origin, quantum information theory, quantum information theory began, quantum information theory became stagnant, information theory, information science, information dimension, subjective information, actually encodes information"
essential requirement,"requirement due, fundamental requirement, often essential, essential requirementsa typical property, business requirement, requirement diagram"
essential requirementsa typical property,"essential requirement, often essential, typical context, specified typical performance, typical combinatorial optimization problems, typical serial sorting algorithms, typical devices, typical research"
essentially unique planar embedding,"explicit planar embedding, unique features, planar graphbased, graph embedding, three unique points, modern practice offers essentially"
establish un norms,wide un evaluation group
established best,"often best understood, best example, best outcome, best element, best frameworks, best predictor, best possible solution"
ethical fields related,"ethical user experience objectives, related disciplines, concepts related, various fields, closely related concepts, many fields, field related, also related, related information used, mathematical fields"
ethical user experience objectives,"ethical fields related, user experience design, user experience design evolved, enhance user experience, user desires, user experience design draws, interactive experience, user research, user interfaces, user needs"
euclidean cubes,"euclidean space, euclidean division, manually performing euclidean division, squared euclidean distances, euclidean distance, regular euclidean distances, geometric median minimizes euclidean distances"
euclidean distance,"regular euclidean distances, squared euclidean distances, euclidean space, distance metric, geometric median minimizes euclidean distances, euclidean division, euclidean cubes, total variation distance, distance metric learning, trace distance"
euclidean division,"manually performing euclidean division, euclidean space, euclidean cubes, euclidean distance, squared euclidean distances, regular euclidean distances, strict division, division algorithm, synthetic division, long division"
euclidean space,"dimensional space, euclidean distance, squared euclidean distances, euclidean cubes, regular euclidean distances, euclidean division, geometric median minimizes euclidean distances, manually performing euclidean division, metric space study, underlying space"
european commission within,"european union, business processes within, intense debate within, exists within, commonly occurring problem within, unordered list within, based media within, object within, used within multi, skills embodied within"
european union,european commission within
evaluate computer software,"software programs, computer programs, software systems, computer program, software engineering, software construction, defining software solutions, software system, software structure, software application"
evaluate data structures,"data structures, arbitrary data structures, abstract data structures, data structure, abstract data structures receive, data structure returns, compressed data structures include, specially constructed database structures, data values, commonly used nontrivial data structures"
evaluate expectation values,"expectation values, values calculated, values taken, functional values, measure whose values, observed values, evaluate data structures, data values, finding specific values, optimal values formed"
evaluating univariate polynomials,"polynomials indexed, bernstein polynomials, irreducible polynomials, bernstein basis polynomials, symmetric polynomials, monic polynomials"
evaluation functions,"evaluation method, evaluation strategy, efficient evaluation, functions measuring, including expression evaluation, partial evaluation, indicator functions, lazy evaluation, minimal evaluation, strict evaluation"
evaluation method,"evaluation strategy, evaluation functions, efficient evaluation, partial evaluation, including expression evaluation, eager evaluation, strict evaluation, supervised method, minimal evaluation, lazy evaluation"
evaluation strategy,"evaluation method, efficient evaluation, evaluation functions, eager evaluation, partial evaluation, including expression evaluation, strict evaluation, lazy evaluation, minimal evaluation, circuit evaluation guarantees"
even base 256,"using base 2, base two, octal floating point  base four, base sixteen, base ten, base class, quaternary floating point  base three, base beta, even smaller, golden ratio base"
even causes harm,"several possible known causes, root causes, even though, possible even, even one, even real human experts, efficient even, hash function causes, differential equations  x even though, even graphical input formats"
even graphical input formats,"input formats, entire input available, input layer, graphical program elements, graphical characters, input data, example input, input size, abstract graphical data type, whole input must"
even mechanical elements,"mechanical systems, two elements, several elements, allows elements, puts elements, organizes elements, includes elements, elements immediately required, assuming elements, possible even"
even one,"least one, one another, even though, one thing, precisely one, one kind, one example, possible even, one means, one object"
even real human experts,"human ability, human person, human use, human mind, human users, human learning, human body, design approaches like human, human behaviour explained, simulate human affects"
even smaller,"smaller bit width, smaller subproblems, smaller processors, even base 256, even mechanical elements, efficient even, even though, possible even, even one, even graphical input formats"
even though,"even one, possible even, efficient even, even causes harm, differential equations  x even though, even mechanical elements, though computational statistics, even real human experts, even base 256, even smaller"
events often without user initiation,"although user virtualization, accomplishing user goals, enhance user experience, user desires, user schedules, programs often perform, user working, user populations, user interfaces, user experience design evolved"
eventually called act,"called agents, also called, often called, sometimes called, successful cognitive architectures include act, called competitive, eventually designed, also called 2, eventually give, eventually returned"
eventually designed,"specifically designed, generally designed, objects designed, amd  designed, designed frameworks, eventually returned, eventually give, mathematical tool designed, eventually called act, like instruction set architecture designed"
eventually give,"give many, give better results, eventually returned, give constant, eventually designed, eventually called act, generally give prime factors, time delay neural network give"
eventually returned,"answer returned, eventually give, returned solution, returned solutions, eventually designed, eventually called act"
every connection,"every execution, every constant, every operation, every word, every usage, every object, every solution, every loop, every jd, every variable"
every constant,"give constant, every usage, constant factors, every word, every variable, every operation, every object, staying constant, every finite linear combination, every execution"
every execution,"every operation, single execution, every usage, every loop, every variable, order execution, instruction execution time, every constant, every word, every solution"
every finite collection,"every finite linear combination, finite objects, finite set, finite sequences, single finite object, finite number, finite representation, every subset, organized collection, every object"
every finite linear combination,"linear combinations, linear combination, every finite collection, finite set, finite sequences, finite representation, single finite object, finite number, every subset, every constant"
every graph property definable,"graph states, graph invariant whose values, graph theory, graph state, regular graph, graph expresses, finite graph, underlying graph, two graph states, spectral graph theory"
every jd,"every execution, every operation, every subset, every variable, every usage, every word, every loop, every object, every connection, every constant"
every loop,"every variable, every execution, every operation, every subset, every constant, every connection, every jd, every object, every usage, every word"
every object,"several object, every word, one object, every constant, every variable, every operation, modern object, optimal object, special object, every finite collection"
every operation,"every execution, every variable, every solution, every usage, every constant, every subset, every loop, every object, every word, main operation performed"
every singleton set,"singleton sets, singleton set, Singleton pattern, singleton pattern, deceptively simple singleton pattern, finite set, given set, limited set, every subset, several set operations"
every solution,"specific solution, solution correct, optimal solution, solution within, best possible solution, possible solution, rigorous solution, every operation, feasible solution, returned solution"
every subset,"given subset, proper subset, based subset, major subset, random subset, strict subset, every variable, every operation, restricted subset, every finite collection"
every usage,"every word, every constant, every operation, every variable, everyday usage definition, every execution, every subset, every finite collection, every connection, older usage"
every variable,"every operation, every usage, every subset, every constant, every loop, every object, one variable, every execution, every word, every solution"
every word,"every usage, every object, every constant, particular word, every operation, every variable, every execution, every solution, every subset, every connection"
everyday consumers,"everyday use, everyday usage definition, everyday life activities, everyday division"
everyday division,"fast division, long division, regular synthetic division, slow division, division algorithm, division responsible, manually performing euclidean division, euclidean division, strict division, synthetic division"
everyday life activities,"everyday use, everyday usage definition, activities used, everyday consumers, everyday division"
everyday usage definition,"everyday life activities, every usage, everyday consumers, everyday division, older usage, commonly accepted definition, aforementioned definition, new definition, explored possible usage, resource usage"
everyday use,"everyday life activities, everyday consumers, common use, people use, practical use, different use, human use, widespread use, also use, everyday division"
evidence toolkit,"creating evidence, reach evidence, theory using evidence"
evolution strategies,"biological evolution, various linkage strategies"
evolutionary algorithms,"evolutionary algorithms applied, many evolutionary algorithms, 1996  evolutionary algorithms, evolutionary computation, genetic algorithms, evolutionary programming, evolutionary approach, algorithms inspired, possible algorithms, various algorithms"
evolutionary algorithms applied,"evolutionary algorithms, many evolutionary algorithms, 1996  evolutionary algorithms, evolutionary computation, genetic algorithms, evolutionary approach, evolutionary programming, algorithms inspired, constructing algorithms, possible algorithms"
evolutionary approach,"evolutionary algorithms, evolutionary computation, evolutionary algorithms applied, evolutionary programming, many evolutionary algorithms, 1996  evolutionary algorithms, engineering approach, universal approach, one approach, second approach"
evolutionary computation,"evolutionary algorithms, evolutionary algorithms applied, many evolutionary algorithms, evolutionary programming, 1996  evolutionary algorithms, evolutionary approach, natural computation, biological computation, biological computation proposes, computation performed"
evolutionary programming,"evolutionary computation, evolutionary algorithms, many evolutionary algorithms, evolutionary algorithms applied, evolutionary approach, 1996  evolutionary algorithms, automatic programming, computer programming, programming paradigm, functional programming"
evolve gracefully,
evolved past,"evolved since, user experience design evolved, x given past values, past testing, past data breaches"
evolved since,"evolved past, user experience design evolved, important role since non, level parallelism since, since static hashing requires"
exact class,"natural class, class selected, class requires, base class, parent class, exact function, class fo, fuzzy class, complexity class p, basic randomized complexity class"
exact function,"basic function, known function, mathematical function, important function, another function, continuous function, see characteristic function, linear function, higher-order function, computable function"
examine factors,"many factors, three factors, external factors, constant factors, generally give prime factors"
example input,"given input, takes input, input data, input items, entire input available, user input, deliver input values, input piece, without input, whole input must"
example music videos,"music videos, music visualization may, generated music plus visualization combinations, effective music visualization aims, electronic music visualizers, music processing, digital music files, 2000s era music reproduction technology, another example, particularly interesting example"
example strings,"like strings, similar two strings, converts strings, example input, another example, good example, best example, one example, analogous example, common example"
examples discussed,"common examples, simple examples, important examples, known examples, two examples, examples section, following examples, computing examples, also discussed, exotic examples"
examples section,"see section types, special section, examples discussed, section follows, two examples, important examples, simple examples, common examples, section limitations, known examples"
exceedingly rare,
excellent error properties,"error detection, interesting properties, error introduced, remarkably good properties, error monitoring, many properties, fixed error bound, error message, varying properties, runtime error detection"
exception handling,computerized handling
excessive memory requirements,"memory allocation, computer memory, small memory footprint, memory dependence prediction, term memory, physical memory, decreased storage requirements, memory search, memory debugger, impractically high bandwidth requirements"
excluded volume,"outer volume, volume sound"
exclusive streaming rights,"supported streaming media, streaming media, streaming service, practical streaming media, proprietary streaming format, top video streaming service owned, top streaming service, streaming feature later, streaming data, streaming division"
execute memory access operations,"monitoring memory access, memory protection, computer memory, memory debugger, memory debuggers, internal memory, virtual memory addresses, global memory, bit manipulation operations, sparse distributed memory"
executed remotely,"remotely connecting, executed sequentially"
executed sequentially,executed remotely
exhaustive search,"search space, fielded search, force search, classic search algorithms, search algorithms, first search, search algorithm, search algorithms work, search trees, balancing binary search trees"
exhibit either innate emotional capabilities,"either conditioning, obtained either, either directly, cannot exhibit creativity, either alice, either natively, productive capabilities, view either, required computer capabilities explains, uncertainty either"
exhibit optimal substructure,"optimal substructure, optimal solutions, approximate optimal solutions, optimal values formed, optimal solution, optimal one, asymptotically optimal solutions would, optimal action, locally optimal choice, optimal decisions need"
exist different solution philosophies,"single solution exists, specific solution, possible solution, solution within, feasible solution, different theories, best possible solution, solution correct, reusable solution, every solution"
existing common internet file system,"file system, internet applications, internet protocol suite, open internet containing hundreds, internet service providers, internet protocol addresses available, proposed internet standard published, internet routing registry, internet routing registry works, common open policy service"
existing nodes based,"various nodes, like nodes used, nodes form, target nodes, nodes compete, directly connect nodes, removing nodes directly, randomly places new nodes, child nodes, autonomous processing nodes"
existing notations,"several notations, linguistic notations, cognitive dimensions of notations, previous existing pre, existing nodes based, existing weak ai, existing common internet file system"
existing weak ai,"build ai systems, ai control problem, ai control problem might, ai alignment, emotion ai, leading ai textbooks define, 1987 ai magazine article, spectre ai incorporated, gradient boosting combines weak, existing nodes based"
exists within,"secretly hidden within, object within, commonly occurring problem within, point exists, readily codified within, single solution exists, based media within, skills embodied within, solution within, within computer science"
exotic examples,"known examples, common examples, important examples, two examples, examples discussed, simple examples, following examples, examples section, computing examples, across concrete examples"
expanding outside,outside world
expansion port,"speed expansion ports, eigenmode expansion provides, eigenmode expansion"
expectation values,"evaluate expectation values, values taken, functional values, values calculated, measure whose values, coefficient values, observed values, embody values, data values, future values"
expected risk,"risk management, expected value, following regularized risk function, expected theoretical behavior, structural risk minimization, always expected"
expected theoretical behavior,"linear behavior, expected value, expected risk, theoretical interest, theoretical upper bound, theoretical point, always expected, good behavior, yield intelligent behavior, bad behavior"
expected value,"expected risk, desired value, value associated, overall value must, expected theoretical behavior, value distribution, absolute value, financial value, primary value, maximum value"
expensive computations could still,"algorithm still performs well, systems may still, living organisms perform computations, still dissipate energy, site cooking could, still immature"
expensive equipment,"measurement equipment, reduce expensive read operations"
experimental design,"design principles, engineering design, design principle, design pattern used, design pattern, design problem, design patterns, design approaches like human, design systems, describing design"
experimental observation,"new observation, observation function, experimental design, observation belongs, observation symbols"
experimentally demonstrated,lazy loading demonstrated
expert systems,"based expert systems, build expert systems, connectionist expert systems, connectionist expert system, hybrid connectionist expert system, reasoning systems, systems used, software development expert, reasoning systems play, formal systems used"
explaining standards,"consistent standards, standards organizations, higher standards, enforce technical standards, structured information standards, security standards, meet third normal form standards, including software coding standards, two main healthcare interoperability standards, common language infrastructure standards"
explanatory variables,"one explanatory variable, independent variables, quantified variables, linearly independent variables, two continuous variables, logical variables, multiple correlated dependent variables, two iteration variables used, repeatedly eliminate variables, time variables"
explicit edge objects allows,"explicit functionality designed, sharp edge, directed edge, allows elements, edge contraction, visual objects, identifying objects, objects appear, abstract document pattern allows, although objects"
explicit functionality designed,"explicit support, explicit planar embedding, performing explicit generalization, explicit edge objects allows, use explicit high level symbols, custom methodologies specifically designed, designed frameworks, like instruction set architecture designed, objects designed, source code designed"
explicit planar embedding,"essentially unique planar embedding, explicit functionality designed, planar graphbased, performing explicit generalization, explicit edge objects allows, graph embedding, explicit support"
explicit regression gradient boosting algorithms,"gradient boosting algorithms, Gradient boosting, gradient boosting, gradient boosting combines weak, gradient boosting originated, general functional gradient boosting perspective, boosting methods, kernelized learning algorithms, creating efficient algorithms, efficient algorithms"
explicit support,"also support, using support, support reactions, explicit functionality designed, support people, support creating, performing explicit generalization, support vectors, support infrastructure, explicit edge objects allows"
explored possible usage,"made possible, another possible distinction, older usage, widespread world wide web usage, resource usage, every usage, possible limitation, possible even, fastest possible, advantage made possible"
exploring humanistic intelligence,"humanistic intelligence, demonstrate intelligence, intelligence analysis, virtual intelligence, artificial intelligence, virtual intelligence draws, symbolic artificial intelligence, computational intelligence, traditional artificial intelligence, artificial intelligence concerned"
exponent instead,"instead written generically, used instead, called compositeness tests instead, might instead make cryptanalysis easier, pathology instead"
exponential convergence,"convergence analysis, minimum stable convergence criteria, appropriate convergence check"
exponentially slower,"generally slower, slower speed"
expressed opinion,"others expressed, opinion mining, typically expressed, software expressed, predominantly expressed"
expressing computation based,"symbolic computation, computation performed, natural computation, symbolic-numeric computation, computation may, output based, algorithms based, based implementations, numeric computation, quantum computation language"
expressing facts,"expressing knowledge, expressing permitted sequences, expressing computation based"
expressing knowledge,"using knowledge, storing knowledge gained, knowledge discovery, covering contextual knowledge, knowledge engineering, expressing facts, expressing computation based, expressing permitted sequences"
expressing permitted sequences,"finite sequences, although sequences, assembling sequences, input sequences, polynomial sequences, bit sequences, protein sequences, model sequences, expressing computation based, expressing facts"
expression computational intelligence,"computational intelligence, computational intelligence therefore provides solutions, symbolic artificial intelligence, artificial intelligence, intelligence analysis, computational learning theory, subsymbolic artificial intelligence, computational learning theory studies, artificial intelligence laboratory, computational engineering"
expression results,"including expression evaluation, conditional expression, expression computational intelligence, polynomial expression, main results, use computational results, path expression, path expression like, support regular expression, give better results"
extended binary tree obtained,"extended binary trees, binary tree, binary tree selected, binary trees, binary trees formed, ordered binary tree, random binary tree, binary search tree, binary search tree data structures, based binary search tree"
extended binary trees,"extended binary tree obtained, binary trees, binary tree, binary trees formed, binary tree selected, random binary trees, binary search trees, many binary search trees, balanced binary search trees, ordered binary tree"
extended set,"also extended, limited set, fully extended, possible set, given set, several set operations, infinite set, general set, set difference, empty set"
extending courcelle,
extensible encoding system,"character encoding, called incremental encoding, range encoding, extensible text framework, delta encoding, computational system, system represented, maxima computer algebra system, information system, underlying type system"
extensible text framework,"abstract framework, extensible encoding system, text analysis, runtime framework, program text, computational framework, given text, enough text, natural language text, arbitrary text"
extensively described,"originally described, first described, used extensively, loosely described, also used extensively, often described schematically, naturally occurring state described, quantum measurements described, quantum measurement described, markov property described"
external device,"electronic device, important device applications, physical electronic device implementing, device controlled, single device, ideal physical device, computer device usually used, electronic device installed, human interface device, usb device"
external factors,"examine factors, many factors, three factors, constant factors, generally give prime factors, external node, external device"
external node,"outer node, node given, node allocated, node defines, node contains, Node Link, node link, single node, sentinel node alone, terminal node"
extra flexibility,"like flexibility, design higher flexibility"
extracting useful information,"collecting information, information retrieval, gathering information, retrieve information stored within, necessary information, related information used, contains information, access information, information may, measure information contained"
extremely difficult,"difficult weber problem, extremely well, one extremely important characteristic"
extremely well,"provide performance well beyond, many well, generalizes well, optimize human well, fairly well known, well understood, well defined, algorithm still performs well, several well, one extremely important characteristic"
f log f dx dp,"Log analysis, log analysis, also called log, network log analysis, common log messages, computer log management, log analysis practices exist, n log n comparisons, different log sources, computed value f"
facial affect detection,"facial expressions, adversely affect, feature detection, chi-square automatic interaction detection, voice activity detection, square automatic interaction detection, voice activity detection plays, speech detection, speech activity detection, tasks like outliers detection"
facial expressions,"facial affect detection, mathematical expressions, logical expressions, path expressions"
facilitate changes,"handle changes, reactive programming enables changes, internal state changes, facilitate meta learning, type parameter changes"
facilitate meta learning,"meta learning, meta learning algorithm used, semi-supervised learning, based learning, deep learning, supervised learning, learning performed, eager learning, based learning methods, human learning"
factor approximations,"polygonal approximations, prime factor, cholesky factor"
factorized representation,"based representation, intermediate representation, compact representation, representation learning, representation curve, data representation framework created, graphic representation, bloch representation, genetic representation, formal knowledge representation languages"
Factory method,"factory method, factory method lets, factory method pattern, method used, method call, method first proposed, original method, alternative method, supervised method, simplest method"
factory method,"Factory method, factory method lets, factory method pattern, method used, method call, method first proposed, original method, alternative method, supervised method, simplest method"
factory method lets,"Factory method, factory method, factory method pattern, method used, method call, supervised method, alternative method, method first proposed, original method, simplest method"
factory method pattern,"Factory method, factory method, factory method lets, method used, design pattern used, design pattern, pattern language, method first proposed, method call, pattern recognition task"
factory methodeither specified,"specified explicitly, specified typical performance, specified bit positions, specified description, satisfy specified requirements"
fairchild semiconductor,
fairly common cause,"common occurrence, common among, common ones, common examples, common example, common traits, common objection, common practice, common use, become common practice"
fairly well known,"commonly known, also known, originally known, sometimes known, many well, necessarily known, well understood, extremely well, sometimes also known, well defined"
fakultt fr informatik,
fall 2005 edition  edward n,"world wide web consortium since 2005, partition n observations, adding two n, n runs without, n log n comparisons"
far back,"back end, robust optimization date back, first dating back, several quantum hardware back, radix sort dates back"
fashion electronics,"fashion technology, consumer electronics, timely fashion, serial fashion, electronics letters, dissimilar fashion, skin electronics, iterative fashion"
fashion technology,"fashion electronics, timely fashion, wearable technology, serial fashion, dissimilar fashion, modern technology, technology perspective, technology information, 2000s era music reproduction technology, underlying technology"
fast division,"slow division, long division, strict division, synthetic division, division algorithm, regular synthetic division, everyday division, division responsible, manually performing euclidean division, euclidean division"
fast fourier transform,"schwartzian transform, efficient division algorithms transform, fast multiplication algorithms, fast division, fast lookup"
fast lookup,"fast division, reverse lookup, fast multiplication algorithms, lookup table, lookup tables, creating either static lookup tables, fast fourier transform"
fast multiplication algorithms,"asymptotically efficient multiplication algorithm, efficient algorithms, scalar multiplication, matrix multiplication, creating efficient algorithms, various algorithms, constructing algorithms, several algorithms, also many approximation algorithms, designing many efficient parallel algorithms"
fastest possible,"made possible, possible machines, possible even, best possible solution, possible algorithms, possible locations, possible state, possible solution, explored possible usage, another possible distinction"
favor composition,"free composition functions, composition filters"
feasible solution,"feasible solutions, possible solution, best possible solution, optimal solution, rigorous solution, considered feasible, specific solution, reusable solution, solution correct, solution within"
feasible solutions,"feasible solution, optimal solutions, considered feasible, two solutions, solutions manual, use approximate solutions, automatic solutions, investigating solutions, representing solutions, find approximate solutions"
feature detection,"feature learning, feature found, supervised feature learning, feature maps, human presence detection, human presence detection technologies, intrusion detection, another feature, square automatic interaction detection, feature oriented programming"
feature found,"another feature, feature detection, feature maps, feature learning, entity feature, supervised feature learning, parametric feature, feature oriented programming, found use throughout, found applications"
feature learning,"supervised feature learning, unsupervised feature learning, feature detection, feature oriented programming, feature maps, human learning, deep learning, object recognition favors supervised learning, computer learning, learning theory"
feature maps,"feature learning, feature detection, maps precisely, maps inputs x, feature found, another feature, supervised feature learning, feature oriented programming, without using 3d maps, parametric feature"
feature oriented programming,"feature learning, Object Oriented Programming, object oriented programming, oriented code, subject-oriented programming, supervised feature learning, oriented software development approaches, application programming interfaces, application programming interface, oriented design"
feedback connections,"used feedback, feedback loop, force feedback, constant feedback loops, minimum feedback arc set, remote touch utilizes haptic feedback"
feedback loop,"constant feedback loops, feedback connections, used feedback, loop body, force feedback, loop come, closed control loop, minimum feedback arc set, nested loop, loop splitting"
feedforward neural network,"neural network, neural network toolbox, neural networks, physical neural network, neural networks training, artificial neural network, artificial neural network used, practical artificial neural networks, physical neural networks, recurrent neural network"
fermi statistics,"though computational statistics, abelian statistics, computational statistics, descriptive statistics, statistics community, teaching computational statistics, fractional statistics, shape statistics"
fewer calculations,"hand calculations, entropy calculations"
fibonacci numbers,"fibonacci search technique, simple rational numbers, point numbers, represent rational numbers like 1, natural numbers starting, integer numbers, denormal numbers, real numbers, approximate real numbers  characters, nonnegative real numbers"
fibonacci search technique,"fibonacci numbers, search algorithms, force search, search algorithm, first search, solving technique, search trees, graph search, search space, search key words"
field access,"field related, particular field, access information, field samples, field may, field manual 34, wide field, sub field, access control, vector field"
field include computational materials science,"computational materials science, materials science, integrated computational materials engineering, scientific field, conducting materials, computer science fields, understand materials, computer science subfields, computer science field focus, theoretical computer science"
field include statistical relational learning,"statistical learning theory, relational mapping, statistical classifiers, relational model, competitive learning include vector quantization, relational database theory, learning theory, supervised learning combines, relational database models, relational database"
field manual 34,"particular field, field related, earlier field, field samples, sub field, next field, wide field, comparatively small field, field may, field access"
field may,"comparatively small field, fledgling field, particular field, earlier field, field related, wide field, may also, next field, field samples, may influence"
field related,"particular field, wide field, field may, field access, sub field, earlier field, field manual 34, vector field, field samples, comparatively small field"
field samples,"better samples, particular field, scientific field, field manual 34, field related, field may, field access, earlier field, sub field, comparatively small field"
field saw many optimizations,"many fields, particular field, mean field annealing, field manual 34, earlier field, sub field, wide field, next field, field related, field include computational materials science"
fielded search,"exhaustive search, force search, search space, search algorithms, first search, search algorithm, search trees, distributed search, search engine owned, search algorithm similar"
fifo arithmetic code first introduced,"binary arithmetic using electronic relays, basic arithmetic operations, first implemented quantum programming languages, binary arithmetic, compute arithmetic operations, computer code, purpose commercial telegraph code known, binary lexicographic code, microprogrammed significance arithmetic, code points"
file exchange protocol,"communication protocol, communication protocol developed, enables file sharing, industrial protocol, common industrial protocol, signaling protocol based, bilateral key exchange, file system, binary file, file name"
file name,"file system, name entered, early name, binary file, name hints, #NAME?, image file formats, enables file sharing, file exchange protocol, file overwrites"
file overwrites,"file system, file name, enables file sharing, binary file, image file formats, file exchange protocol, composite file"
file system,"existing common internet file system, operating system, software system, enables file sharing, system resources, file name, binary file, system whose resources, new system, system components"
final product,"final results, product equivalent, new product, final stage, one final division, product development, new product development, unscrambler x product formulation, final sorted list, final quotient per iteration"
final quotient per iteration,"two iteration variables used, jacobi iteration method, iteration replacing, inverse iteration algorithm requires solving, final sorted list, final product, final results, one final division, final stage, rayleigh quotient"
final results,"one final division, final stage, final product, main results, give better results, final sorted list, earliest results, final quotient per iteration, robust results, expression results"
final sorted list,"sorted binary tree, final results, final quotient per iteration, one final division, final product, final stage, list elements, empty list consists, unordered list within, linked list"
final stage,"final results, early stage go, final product, one final division, final sorted list, final quotient per iteration"
finalized dictionary set,"dictionary attack, dictionary attack tries, vague set, category set, given set, possible set, rule set, extended set, limited set, set notation"
finally construct used,"multifaceted construct used, manually construct rules, construct subsets, process used, thinking used, simple iterative procedure used, structure used depends, computer programming technique used, programming idiom used, used within multi"
financial business reporting,"financial transactions etc, financial sector, financial value, business analysis, worldwide interbank financial telecommunication, business model type, business processes within, business functions, business rule processing, business stakeholders"
financial sector,"financial business reporting, financial value, financial transactions etc, worldwide interbank financial telecommunication"
financial transactions etc,"financial business reporting, financial sector, financial value, worldwide interbank financial telecommunication, zone scripting etc"
financial value,"value associated, overall value must, financial sector, financial transactions etc, primary value, financial business reporting, great practical value, expected value, absolute value, value system"
find approximate solutions,"use approximate solutions, approximate optimal solutions, investigating solutions, automatic solutions, feasible solutions, two solutions, representing solutions, finds approximate eigenvalues, accurately provide approximate answers, find high"
find clusters,"find three clusters within, find high, neuron clusters, find approximate solutions, always find"
find high,"solve high, always find, find approximate solutions, gaining high precision, emerging high, find clusters, allows multiple high, high accuracy, makes high, high degree"
find three clusters within,"find clusters, three matrices, means clustering minimizes within, following three, three unique points, three categories, three different categories, three parts, build three types, three objectives"
finding lowest common ancestors,"common traits, less common varieties, common among, common occurrence, requires finding, common ones, common examples, common example, lowest cost, common subexpression elimination"
finding software memory problems,"evaluate computer software, software problem, software performance analysis, software engineering body of knowledge, software programs, software requirements analysis, software solution, software vulnerabilities, software engineering reliability, software system"
finding specific values,"values calculated, measure whose values, observed values, repeatedly determine values, values taken, two specific sets, specific algorithms, data values, x given past values, requires finding"
findmin  simply returns,"process might simply, data structure returns, diminishing returns, simply assigned, simply edmonds, simply type, simply ssa, simply row"
finds approximate eigenvalues,"find approximate solutions, use approximate solutions, approximate inference methods make, linear programming algorithm finds, finds use among, numerical analysis finds application, approximate optimal solutions, accurately provide approximate answers, approximate real numbers  characters, digital empathy finds"
finds use among,"found use throughout, common among, also use, distributed among two, shared among, one may use, tests use, different use, widespread use, practical use"
finely quantized versions,"quantized non, quantized signals, bit versions, ary versions, two different versions, protocol versions 2"
fingerprinting algorithms,"fingerprinting algorithms allow, possible algorithms, algorithms based, algorithms inspired, specific algorithms, various algorithms, genetic algorithms, several algorithms, create computer algorithms, known algorithms"
fingerprinting algorithms allow,"fingerprinting algorithms, possible algorithms, algorithms based, algorithms inspired, create computer algorithms, intended algorithms underlying, implement algorithms, specific algorithms, algorithms like, known algorithms"
